"player_name","avg_age_in_career","avg_player_height","avg_player_weight","college","country","draft_year","draft_round","draft_number","total_gp","avg_pts","avg_reb","avg_ast","avg_net_rating","avg_oreb_pct","avg_dreb_pct","avg_usg_pct","avg_ts_pct","avg_ast_pct","modern_draft_round"
"A.C. Green",35,205.74,102.0582,"Oregon State","USA","1985","1","23",379,5.85804749340369,6.18812664907652,0.89023746701847,-1.88,0.093,0.1864,0.1274,0.4868,0.054,"Round 1"
"A.J. Bramlett",23,208.28,102.965384,"Arizona","USA","1999","2","39",8,1,2.8,0,-32.6,0.158,0.208,0.146,0.19,0,"Round 2"
"A.J. Guyton",24,185.42,81.64656,"Indiana","USA","2000","2","32",80,5.5125,1.01625,1.82125,-6.7,0.0133333333333333,0.04,0.224,0.324,0.282,"Round 2"
"A.J. Lawson",22,198.12,81.192968,"South Carolina","Canada","Undrafted","Undrafted","Undrafted",15,3.7,1.4,0.1,-20.1,0.046,0.152,0.189,0.589,0.032,"Undrafted"
"Aaron Brooks",28.1,182.88,73.028312,"Oregon","USA","2007","1","26",645,9.71116279069767,1.67023255813953,2.98124031007752,-3.31,0.0227,0.0697,0.2222,0.521,0.2307,"Round 1"
"Aaron Gordon",23,204.611111111111,102.814186666667,"Arizona","USA","2014","1","4",596,13.4110738255034,6.33104026845638,2.53791946308725,1,0.0606666666666667,0.163777777777778,0.198555555555556,0.548666666666667,0.123222222222222,"Round 1"
"Aaron Gray",26,213.36,122.46984,"Pittsburgh","USA","2007","2","49",318,3.35314465408805,3.74748427672956,0.665094339622642,-4.72857142857143,0.131285714285714,0.232857142857143,0.150428571428571,0.527142857142857,0.0877142857142857,"Round 2"
"Aaron Harrison",22,198.12,95.25432,"Kentucky","USA","Undrafted","Undrafted","Undrafted",35,2.29142857142857,1.2,0.454285714285714,-10.1666666666667,0.0206666666666667,0.141333333333333,0.142333333333333,0.288333333333333,0.16,"Undrafted"
"Aaron Henry",22,195.58,95.25432,"Michigan State","USA","Undrafted","Undrafted","Undrafted",6,0.3,0.2,0,-56,0,0.048,0.149,0.2,0,"Undrafted"
"Aaron Holiday",24,183.388,83.91452,"UCLA","USA","2018","1","23",308,6.62272727272727,1.63798701298701,2.18896103896104,1.7,0.0168,0.0752,0.1776,0.5228,0.173,"Round 1"
"Aaron Jackson",32,190.5,83.007336,"None","USA","Undrafted","Undrafted","Undrafted",1,8,3,1,-19.8,0.056,0.031,0.149,0.405,0.053,"Undrafted"
"Aaron McKie",29,195.58,94.800728,"Temple","USA","1994","1","17",667,7.06971514242879,3.2431784107946,2.74737631184408,0.672727272727273,0.025,0.135454545454545,0.138272727272727,0.495454545454545,0.181090909090909,"Round 1"
"Aaron Miles",23,185.42,86.18248,"Kansas","USA","Undrafted","Undrafted","Undrafted",19,0.8,0.7,1.3,-3.9,0,0.154,0.113,0.405,0.308,"Undrafted"
"Aaron Nesmith",22,195.58,97.52228,"Vanderbilt","USA","2020","1","14",171,6.73157894736842,2.89239766081871,0.811111111111111,-0.733333333333333,0.033,0.127333333333333,0.155,0.548666666666667,0.059,"Round 1"
"Aaron Wiggins",23.5,194.31,86.18248,"Maryland","USA","2021","2","55",120,7.425,3.25,1.225,-3.3,0.045,0.1035,0.146,0.5815,0.0835,"Round 2"
"Aaron Williams",30.5,205.74,105.271143333333,"Xavier","USA","Undrafted","Undrafted","Undrafted",694,5.90634005763689,3.9814121037464,0.701296829971182,-5.05,0.0956666666666667,0.17375,0.1585,0.552083333333333,0.063,"Undrafted"
"Abdel Nader",26,196.596,102.511792,"Iowa State","Egypt","2016","2","58",202,4.59851485148515,1.86089108910891,0.52970297029703,-3.98,0.0206,0.1282,0.1592,0.5176,0.0666,"Round 2"
"Acie Earl",27,210.82,108.86208,"Iowa","USA","1993","1","19",47,4,2,0.4,-6.4,0.079,0.14,0.224,0.435,0.077,"Round 1"
"Acie Law",24.5,190.5,90.831798,"Texas A&M","USA","2007","1","11",188,3.83351063829787,1.04202127659574,1.63617021276596,-1.8,0.01575,0.078,0.177,0.508,0.20675,"Round 1"
"Adam Harrington",22,195.58,90.7184,"Auburn","USA","Undrafted","Undrafted","Undrafted",19,1.6,0.4,0.6,-15.7,0.01,0.088,0.167,0.387,0.179,"Undrafted"
"Adam Keefe",29,205.74,105.3240624,"Stanford","USA","1992","1","10",315,4.25238095238095,3.62507936507937,0.666349206349206,1.62,0.1068,0.1692,0.1328,0.5246,0.0694,"Round 1"
"Adam Mokoka",21.5,194.31,86.18248,"None","France","Undrafted","Undrafted","Undrafted",25,1.892,0.62,0.4,5,0.037,0.053,0.1405,0.462,0.111,"Undrafted"
"Adam Morrison",23.6666666666667,203.2,92.98636,"Gonzaga","USA","2006","1","3",161,7.47080745341615,2.08198757763975,1.39130434782609,-7.83333333333333,0.034,0.101,0.193333333333333,0.438666666666667,0.114333333333333,"Round 1"
"Ade Murkey",24,195.58,90.7184,"Denver","USA","Undrafted","Undrafted","Undrafted",1,0,0,0,-33.3,0,0,0,0,0,"Undrafted"
"Admiral Schofield",24.6666666666667,195.58,109.315672,"Tennessee","United Kingdom","2019","2","42",108,3.69259259259259,1.81944444444444,0.673148148148148,-9.63333333333333,0.0323333333333333,0.114666666666667,0.133333333333333,0.542333333333333,0.0813333333333333,"Round 2"
"Adonal Foyle",28.5,208.28,118.878903333333,"Colgate","St. Vincent & Grenadines","1997","1","8",733,4.07517053206003,4.72210095497954,0.472305593451569,-4.4,0.110333333333333,0.189083333333333,0.12525,0.495916666666667,0.0416666666666667,"Round 1"
"Adonis Jordan",28,180.34,77.11064,"Kansas","USA","1993","2","42",4,1.5,0,0.8,-36.4,0,0,0.185,0.521,0.273,"Round 2"
"Adonis Thomas",21,200.66,108.86208,"Memphis","USA","Undrafted","Undrafted","Undrafted",6,2.3,0.5,0.5,10.8,0,0.091,0.184,0.485,0.115,"Undrafted"
"Adreian Payne",25.5,208.28,108.408488,"Michigan State","USA","2014","1","15",107,4.00373831775701,2.93271028037383,0.62803738317757,-9.825,0.05875,0.208,0.18375,0.55025,0.06225,"Round 1"
"Adrian Caldwell",30.5,203.2,120.20188,"Lamar","USA","Undrafted","Undrafted","Undrafted",46,2.15217391304348,3.6195652173913,0.293478260869565,6.15,0.054,0.104,0.0525,0.2215,0.015,"Undrafted"
"Adrian Griffin",29,195.58,102.0582,"Seton Hall","USA","Undrafted","Undrafted","Undrafted",477,4.02914046121593,3.17651991614256,1.37295597484277,2.27777777777778,0.0697777777777778,0.151444444444444,0.128888888888889,0.451777777777778,0.126666666666667,"Undrafted"
"Ahmad Caver",25,187.96,78.925008,"Old Dominion","USA","2019","Undrafted","Undrafted",1,2,0,0,133.3,0,0,0.5,1,0,"Undrafted"
"AJ Green",23,195.58,86.18248,"Northern Iowa","USA","Undrafted","Undrafted","Undrafted",35,4.4,1.3,0.6,-4.9,0.016,0.105,0.159,0.607,0.092,"Undrafted"
"AJ Griffin",19,198.12,99.79024,"Duke","USA","2022","1","16",72,8.9,2.1,1,1.5,0.026,0.08,0.174,0.577,0.07,"Round 1"
"AJ Hammons",24,213.36,117.93392,"Purdue","USA","2016","2","46",22,2.2,1.6,0.2,-0.6,0.049,0.199,0.167,0.472,0.038,"Round 2"
"AJ Price",25.5,187.96,84.821704,"Connecticut","USA","2009","2","52",261,5.83026819923372,1.44674329501916,2.18544061302682,-2.23333333333333,0.0176666666666667,0.0908333333333333,0.210666666666667,0.4765,0.248833333333333,"Round 2"
"Al-Farouq Aminu",25,205.278181818182,98.5531709090909,"Wake Forest","USA","2010","1","8",711,7.51561181434599,6.01884669479606,1.23333333333333,-0.209090909090909,0.0609090909090909,0.195,0.149272727272727,0.501090909090909,0.0757272727272727,"Round 1"
"Al Harrington",26.5,205.74,112.490816,"None","USA","1998","1","25",981,13.4925586136595,5.58572884811417,1.68267074413863,-1.45,0.06425,0.168125,0.229375,0.506125,0.09825,"Round 1"
"Al Horford",29.5,207.645,111.13004,"Florida","Dominican Republic","2007","1","3",1013,13.4290227048371,8.05913129318855,3.28815399802567,4.00625,0.06775,0.200125,0.188375,0.572375,0.1599375,"Round 1"
"Al Jefferson",26.5,208.28,125.547785714286,"None","USA","2004","1","15",915,15.6592349726776,8.40907103825137,1.46469945355191,-3.34285714285714,0.0887142857142857,0.246571428571429,0.2515,0.53,0.0931428571428571,"Round 1"
"Al Thornton",25.5,203.2,101.49121,"Florida State","USA","2007","1","14",296,11.9054054054054,4.15608108108108,1.2,-8.025,0.05425,0.12475,0.211,0.515,0.074,"Round 1"
"Alan Anderson",29.5,198.12,99.79024,"Michigan State","USA","Undrafted","Undrafted","Undrafted",330,7.35545454545455,2.16454545454545,1.11515151515152,-1.925,0.02575,0.098875,0.176625,0.520375,0.09675,"Undrafted"
"Alan Henderson",29,205.74,107.831189090909,"Indiana","USA","1995","1","16",573,8.00610820244328,5.07207678883072,0.610122164048866,-5.29090909090909,0.123454545454545,0.161727272727273,0.173818181818182,0.531272727272727,0.0482727272727273,"Round 1"
"Alan Williams",24.5,203.2,119.0679,"California-Santa Barbara","USA","Undrafted","Undrafted","Undrafted",67,6.1910447761194,5.52835820895522,0.58955223880597,6.675,0.11875,0.33625,0.20325,0.52325,0.129,"Undrafted"
"Alan Williams",24.5,203.2,119.0679,"Cal-Santa Barbara","USA","Undrafted","Undrafted","Undrafted",67,6.1910447761194,5.52835820895522,0.58955223880597,6.675,0.11875,0.33625,0.20325,0.52325,0.129,"Undrafted"
"Alando Tucker",25,198.12,92.98636,"Wisconsin","USA","2007","1","29",51,4.14117647058823,0.947058823529412,0.323529411764706,-5.66666666666667,0.0746666666666667,0.053,0.236333333333333,0.494666666666667,0.047,"Round 1"
"Alec Burks",25.5,198.12,95.934708,"Colorado","USA","2011","1","12",676,10.8026627218935,3.50754437869822,2.02973372781065,-2.275,0.0274166666666667,0.136166666666667,0.213833333333333,0.53675,0.135166666666667,"Round 1"
"Alec Peters",23,205.74,106.59412,"Valparaiso","USA","2017","2","54",20,4.1,1.9,0.6,7.3,0.032,0.12,0.151,0.523,0.073,"Round 2"
"Aleem Ford",24,203.2,99.79024,"Wisconsin","USA","Undrafted","Undrafted","Undrafted",5,2.8,3,0.4,-22.1,0.028,0.16,0.148,0.35,0.043,"Undrafted"
"Alekesej Pokusevski",20,213.36,86.18248,"None","Serbia","2020","1","17",61,7.6,5.2,2.1,-2.5,0.054,0.189,0.195,0.485,0.161,"Round 1"
"Aleksandar Djordjevic",29,187.96,89.811216,"None","USA","Undrafted","Undrafted","Undrafted",8,3.1,0.6,0.6,4.8,0.021,0.07,0.179,0.687,0.135,"Undrafted"
"Aleksandar Radojevic",25.5,220.98,112.26402,"Barton Community College","USA","1999","1","12",15,1.74,2.38,0.46,-16.95,0.0735,0.207,0.1825,0.3845,0.0735,"Round 1"
"Aleksej Pokusevski",20,213.36,90.7184,"None","Serbia","2020","1","17",79,8.15696202531645,4.7,2.07088607594937,-14.7,0.0415,0.1575,0.188,0.476,0.1315,"Round 1"
"Alen Smailagic",19.5,208.28,97.52228,"None","Serbia","2019","2","39",29,3.01034482758621,1.48620689655172,0.589655172413793,-10.3,0.071,0.1105,0.17,0.541,0.1055,"Round 2"
"Alex Abrines",24,198.12,87.6944533333333,"None","Spain","2013","2","32",174,5.31494252873563,1.42183908045977,0.513793103448276,0.166666666666667,0.0156666666666667,0.0733333333333333,0.134333333333333,0.544666666666667,0.046,"Round 2"
"Alex Acker",24.5,195.58,83.91452,"Pepperdine","USA","2005","2","60",30,2.71666666666667,1,0.55,-21.3,0.039,0.115,0.2155,0.3645,0.1405,"Round 2"
"Alex Caruso",26.5,195.156666666667,84.368112,"Texas A&M","USA","Undrafted","Undrafted","Undrafted",292,6.04452054794521,2.62260273972603,2.71849315068493,4.9,0.0261666666666667,0.094,0.1385,0.546,0.177833333333333,"Undrafted"
"Alex Garcia",24.5,190.5,88.45044,"None","USA","Undrafted","Undrafted","Undrafted",10,4.7,1.52,1.84,-2.35,0.028,0.0385,0.2405,0.2995,0.114,"Undrafted"
"Alex Kirk",23,213.36,111.13004,"New Mexico","USA","Undrafted","Undrafted","Undrafted",5,0.8,0.2,0.2,-61.8,0.091,0,0.17,0.41,0.125,"Undrafted"
"Alex Len",25.5,215.392,114.758776,"Maryland","Ukraine","2013","1","5",596,7.41359060402685,5.70352348993289,0.849832214765101,-4.54,0.1023,0.2041,0.1667,0.5633,0.0711,"Round 1"
"Alex Poythress",24,204.046666666667,107.047712,"Kentucky","USA","Undrafted","Undrafted","Undrafted",52,3.775,2.34423076923077,0.463461538461538,-10.8666666666667,0.073,0.13,0.139333333333333,0.539666666666667,0.0543333333333333,"Undrafted"
"Alex Scales",27,193.04,88.45044,"Oregon","USA","Undrafted","Undrafted","Undrafted",1,0,0,0,0,0,0,0,0,0,"Undrafted"
"Alex Stepheson",28,208.28,122.46984,"USC","USA","Undrafted","Undrafted","Undrafted",8,2.8,3.5,0.3,-3.8,0.202,0.122,0.17,0.341,0.053,"Undrafted"
"Alexander Johnson",24.5,205.74,106.59412,"Florida State","USA","2006","2","45",102,4.3156862745098,2.72058823529412,0.3,-7.1,0.0805,0.184,0.171,0.571,0.039,"Round 2"
"Alexey Shved",25,198.12,84.0657173333333,"None","Russia","Undrafted","Undrafted","Undrafted",182,7.4,1.97692307692308,2.52307692307692,-4.8,0.0293333333333333,0.098,0.225666666666667,0.489,0.223333333333333,"Undrafted"
"Alexis Ajinca",25.1428571428571,216.988571428571,108.86208,"None","France","2008","1","20",293,5.31535836177474,3.91638225255973,0.482252559726962,-0.185714285714286,0.084,0.203428571428571,0.201714285714286,0.520428571428571,0.046,"Round 1"
"Alfonzo McKinnie",27,201.676,97.52228,"None","USA","Undrafted","Undrafted","Undrafted",182,3.97692307692308,2.47637362637363,0.324725274725275,-6.2,0.0586,0.1218,0.1496,0.5532,0.034,"Undrafted"
"Alfonzo McKinnie",27,201.676,97.52228,"Wisconsin-Green Bay","USA","Undrafted","Undrafted","Undrafted",182,3.97692307692308,2.47637362637363,0.324725274725275,-6.2,0.0586,0.1218,0.1496,0.5532,0.034,"Undrafted"
"Alfonzo McKinnie",27,201.676,97.52228,"Wisc.-Green Bay","USA","Undrafted","Undrafted","Undrafted",182,3.97692307692308,2.47637362637363,0.324725274725275,-6.2,0.0586,0.1218,0.1496,0.5532,0.034,"Undrafted"
"Alize Johnson",25,202.692,96.161504,"Missouri State","USA","2018","2","50",76,2.48421052631579,3.01710526315789,0.434210526315789,2.24,0.1038,0.2332,0.1418,0.4904,0.065,"Round 2"
"Allan Houston",30,198.12,90.9703955555556,"Tennessee","USA","1993","1","11",602,18.5637873754153,3.0609634551495,2.45066445182724,0.644444444444444,0.0135555555555556,0.0806666666666667,0.246333333333333,0.539888888888889,0.126444444444444,"Round 1"
"Allan Ray",23,187.96,86.18248,"Villanova","USA","Undrafted","Undrafted","Undrafted",47,6.2,1.5,0.9,-3.2,0.028,0.096,0.202,0.512,0.105,"Undrafted"
"Allen Crabbe",25,197.757142857143,96.161504,"California","USA","2013","2","31",381,9.06535433070866,2.82047244094488,1.15328083989501,-2.74285714285714,0.012,0.104142857142857,0.150571428571429,0.531571428571429,0.0741428571428571,"Round 2"
"Allen Iverson",28.5,182.88,75.8146628571429,"Georgetown","USA","1996","1","1",914,26.67352297593,3.71050328227571,6.15131291028446,0.6,0.0222142857142857,0.0805714285714286,0.311,0.517,0.274642857142857,"Round 1"
"Allonzo Trier",23.5,194.31,90.7184,"Arizona","USA","Undrafted","Undrafted","Undrafted",88,9.7,2.58181818181818,1.70909090909091,-9.15,0.019,0.0925,0.2075,0.592,0.1475,"Undrafted"
"Allonzo Trier",23.5,194.31,90.7184,"Arizona","USA","2018","Undrafted","Undrafted",88,9.7,2.58181818181818,1.70909090909091,-9.15,0.019,0.0925,0.2075,0.592,0.1475,"Undrafted"
"Alondes Williams",24,193.04,95.25432,"Wake Forest","USA","Undrafted","Undrafted","Undrafted",1,0,1,0,-53,0,0.25,0.143,0,0,"Undrafted"
"Alonzo Gee",26.5,198.12,100.810822,"Alabama","USA","Undrafted","Undrafted","Undrafted",417,6.63333333333333,3.27098321342926,1.06091127098321,-5.2875,0.053375,0.124875,0.15075,0.50575,0.075625,"Undrafted"
"Alonzo Mourning",32.4545454545455,208.28,118.387512,"Georgetown","USA","1992","1","2",553,14.6759493670886,7.63471971066908,0.944484629294756,4.40909090909091,0.103272727272727,0.195,0.240363636363636,0.571454545454545,0.0588181818181818,"Round 1"
"Alperen Sengun",19.5,209.55,110.222856,"None","Turkey","2021","1","16",147,12.2530612244898,7.28571428571429,3.26326530612245,-9,0.098,0.189,0.2125,0.5755,0.196,"Round 1"
"Alton Ford",22,205.74,126.249773333333,"Houston","USA","2001","2","50",73,2.55068493150685,1.67534246575342,0.124657534246575,-8.3,0.057,0.216666666666667,0.183333333333333,0.487333333333333,0.0853333333333333,"Round 2"
"Alton Lister",38.5,213.36,111.13004,"Arizona State","USA","1981","1","21",60,1.51833333333333,3.01333333333333,0.188333333333333,-10.95,0.095,0.2345,0.1025,0.4275,0.039,"Round 1"
"Alvin Jones",23,210.82,120.20188,"Georgia Tech","USA","2001","2","56",23,1.1,1.6,0.1,-3.8,0.13,0.235,0.144,0.451,0.036,"Round 2"
"Alvin Sims",24,193.04,106.59412,"Louisville","USA","Undrafted","Undrafted","Undrafted",4,2.8,1,1.3,-30,0.143,0.045,0.272,0.451,0.333,"Undrafted"
"Alvin Williams",27.2222222222222,195.58,84.9225022222222,"Villanova","USA","1997","2","47",460,9.04804347826087,2.46195652173913,4.08021739130435,-8.93333333333333,0.0265555555555556,0.098,0.182777777777778,0.418111111111111,0.231333333333333,"Round 2"
"Amal McCaskill",27.5,210.82,108.86208,"Marquette","USA","1996","2","49",114,1.76842105263158,1.88508771929825,0.286842105263158,-9.825,0.08675,0.182,0.1705,0.38425,0.09275,"Round 2"
"Amar'e Stoudemire",26.5,208.824285714286,111.842827428571,"None","USA","2002","1","9",846,18.9118203309693,7.84089834515366,1.24042553191489,1.56428571428571,0.0942142857142857,0.195071428571429,0.256,0.582928571428571,0.0645,"Round 1"
"Amida Brimah",27,208.28,104.32616,"Connecticut","USA","Undrafted","Undrafted","Undrafted",5,2.6,1.6,0.2,32.8,0.077,0.15,0.176,0.697,0.042,"Undrafted"
"Amile Jefferson",26.5,205.74,100.697424,"Duke","USA","Undrafted","Undrafted","Undrafted",30,1.4,1.5,0.24,8.65,0.097,0.2065,0.127,0.532,0.065,"Undrafted"
"Amile Jefferson",26.5,205.74,100.697424,"Duke","USA","2017","Undrafted","Undrafted",30,1.4,1.5,0.24,8.65,0.097,0.2065,0.127,0.532,0.065,"Undrafted"
"Amir Coffey",24.5,200.66,95.25432,"Minnesota","USA","Undrafted","Undrafted","Undrafted",181,5.46629834254144,1.74198895027624,1.19116022099448,-2.875,0.02275,0.076,0.15025,0.5435,0.115,"Undrafted"
"Amir Johnson",25.5,205.74,100.114234285714,"None","USA","2005","2","56",870,7.01816091954023,5.39931034482759,1.23666666666667,1.16428571428571,0.110857142857143,0.169642857142857,0.149071428571429,0.618142857142857,0.0888571428571429,"Round 2"
"Anderson Varejao",28.7142857142857,210.094285714286,116.313948571429,"None","Brazil","2004","2","30",632,7.2506329113924,7.17357594936709,1.16645569620253,-1.32857142857143,0.120857142857143,0.243142857142857,0.152857142857143,0.518928571428571,0.0903571428571429,"Round 1"
"Andrae Patterson",23.5,205.74,107.954896,"Indiana","USA","1998","2","46",40,3.0375,1.7125,0.375,-5.7,0.0785,0.1135,0.1525,0.6275,0.0785,"Round 2"
"Andray Blatche",23,210.82,114.254784888889,"None","USA","2005","2","49",564,10.1001773049645,5.35780141843972,1.41170212765957,-5.46666666666667,0.0952222222222222,0.195222222222222,0.228888888888889,0.494555555555556,0.108222222222222,"Round 2"
"Andre Barrett",24.5,177.8,78.471416,"Seton Hall","USA","Undrafted","Undrafted","Undrafted",67,3.26865671641791,1.08208955223881,2.00149253731343,-8.95,0.025,0.09025,0.16,0.4635,0.3645,"Undrafted"
"Andre Brown",27,205.74,111.13004,"DePaul","USA","Undrafted","Undrafted","Undrafted",75,2.58933333333333,2.35466666666667,0.154666666666667,-7.53333333333333,0.172,0.182333333333333,0.165333333333333,0.444333333333333,0.0323333333333333,"Undrafted"
"Andre Dawkins",23,195.58,99.336648,"Duke","USA","Undrafted","Undrafted","Undrafted",4,0.8,0.5,0.3,-18.3,0,0.071,0.153,0.25,0.077,"Undrafted"
"Andre Drummond",24,209.665454545455,125.809926545455,"Connecticut","USA","2012","1","9",785,13.1498089171975,12.6989808917197,1.31095541401274,-1.31818181818182,0.153090909090909,0.321181818181818,0.213818181818182,0.550909090909091,0.0774545454545455,"Round 1"
"Andre Emmett",25.5,195.58,104.32616,"Texas Tech","USA","2004","2","35",14,1.45714285714286,0.6,0.0857142857142857,-8.95,0.037,0.085,0.1605,0.5225,0.018,"Round 2"
"Andre Iguodala",30,198.12,95.6124189473684,"Arizona","USA","2004","1","9",1231,11.3437855402112,4.90787977254265,4.19601949634444,5.2421052631579,0.0322105263157895,0.133473684210526,0.152105263157895,0.548684210526316,0.193473684210526,"Round 1"
"Andre Ingram",32.5,190.5,86.18248,"American University","USA","Undrafted","Undrafted","Undrafted",6,4,1.33333333333333,1.16666666666667,11.85,0.0375,0.0625,0.16,0.3275,0.0745,"Undrafted"
"Andre Miller",32,188.109411764706,90.9318550588235,"Utah","USA","1999","1","8",1304,12.4801380368098,3.67868098159509,6.52914110429448,1.44117647058824,0.0398823529411765,0.0994117647058824,0.201117647058824,0.535823529411765,0.337411764705882,"Round 1"
"Andre Owens",26,193.04,90.7184,"Houston","USA","Undrafted","Undrafted","Undrafted",54,3.57407407407407,1.24444444444444,0.988888888888889,-5.2,0.046,0.0775,0.183,0.4625,0.1295,"Undrafted"
"Andre Roberson",25.2857142857143,200.66,95.25432,"Colorado","USA","2013","1","26",307,4.50325732899023,4.01009771986971,0.866449511400652,1.98571428571429,0.0722857142857143,0.144857142857143,0.104571428571429,0.455285714285714,0.063,"Round 1"
"Andrea Bargnani",25.5,213.36,113.4887184,"None","Italy","2006","1","1",550,14.3265454545455,4.62090909090909,1.19581818181818,-5.72,0.0392,0.1492,0.2431,0.5242,0.0738,"Round 1"
"Andreas Glyniadakis",25,215.9,127.00576,"None","USA","2003","2","58",13,1.3,0.6,0.1,-20.4,0.031,0.09,0.154,0.475,0.02,"Round 2"
"Andrei Kirilenko",27.2307692307692,205.74,102.232658461538,"None","Russia","1999","1","24",797,11.8322459222083,5.47365119196989,2.71217063989962,-0.669230769230769,0.0701538461538461,0.146307692307692,0.176692307692308,0.544153846153846,0.137538461538462,"Round 1"
"Andres Nocioni",28.5,200.66,102.0582,"None","Argentina","Undrafted","Undrafted","Undrafted",514,10.5562256809339,4.48832684824903,1.18891050583658,-4.0625,0.030625,0.195,0.21575,0.514625,0.078125,"Undrafted"
"Andrew Bogut",27.5,213.36,116.961937142857,"Utah","Australia","2005","1","1",706,9.64801699716714,8.66416430594901,2.18668555240793,3.07142857142857,0.0995,0.254785714285714,0.158071428571429,0.548571428571429,0.120785714285714,"Round 1"
"Andrew Bynum",21.625,213.36,128.13974,"None","USA","2005","1","10",418,11.5313397129187,7.70263157894737,1.15334928229665,1.95,0.11025,0.216625,0.1955,0.5635,0.075375,"Round 1"
"Andrew DeClercq",28,208.28,110.626048888889,"Florida","USA","1995","2","34",565,4.86743362831858,4.33893805309734,0.596283185840708,-2.14444444444444,0.120888888888889,0.166666666666667,0.139,0.525444444444444,0.0476666666666667,"Round 2"
"Andrew Gaze",33,200.66,92.98636,"Seton Hall","USA","Undrafted","Undrafted","Undrafted",19,1.1,0.3,0.3,27.4,0.038,0.048,0.206,0.42,0.182,"Undrafted"
"Andrew Goudelock",24.6666666666667,190.5,90.7184,"College of Charleston","USA","2011","2","46",49,4.04897959183673,0.722448979591837,0.489795918367347,-26.3,0.0496666666666667,0.0276666666666667,0.209333333333333,0.331333333333333,0.0676666666666667,"Round 2"
"Andrew Harrison",23,198.12,96.615096,"Kentucky","USA","2015","2","44",145,6.97379310344828,1.97241379310345,2.79034482758621,-4.36666666666667,0.022,0.083,0.176666666666667,0.484666666666667,0.208333333333333,"Round 2"
"Andrew Lang",32.5,210.82,120.76887,"Arkansas","USA","1988","2","28",149,3.81342281879195,3.91073825503356,0.399328859060403,-4.9,0.09025,0.18775,0.1375,0.43925,0.0375,"Round 1"
"Andrew Nembhard",23,190.5,86.636072,"Gonzaga","Canada","2022","2","31",75,9.5,2.7,4.5,-5.9,0.016,0.078,0.159,0.528,0.222,"Round 2"
"Andrew Nicholson",25,205.74,113.398,"St. Bonaventure","Canada","2012","1","19",285,5.96280701754386,3.01684210526316,0.440701754385965,-7.4,0.0496,0.1766,0.2034,0.5046,0.0544,"Round 1"
"Andrew White III",25,200.66,95.25432,"Syracuse","USA","Undrafted","Undrafted","Undrafted",15,4.6,2.3,0.4,-18.6,0.016,0.133,0.16,0.461,0.05,"Undrafted"
"Andrew Wiggins",24,202.071111111111,89.7608168888889,"Kansas","Canada","2014","1","1",635,19.144094488189,4.48,2.33889763779528,-0.4,0.0382222222222222,0.0957777777777778,0.242777777777778,0.535555555555556,0.109555555555556,"Round 1"
"Andris Biedrins",23.5,211.836,109.4971088,"None","Latvia","2004","1","11",516,6.29961240310077,7.03682170542636,0.919573643410853,-2.24,0.1042,0.2461,0.104,0.5514,0.0523,"Round 1"
"Andy Panko",23,205.74,111.13004,"Lebanon Valley","USA","Undrafted","Undrafted","Undrafted",1,0,0,0,0,0,0,0,0,0,"Undrafted"
"Andy Rautins",24,193.04,86.18248,"Syracuse","USA","2010","2","38",5,1.6,0.2,0.6,-18.8,0,0.048,0.278,0.508,0.25,"Round 2"
"Anfernee Hardaway",30.0909090909091,200.66,97.52228,"Memphis","USA","1993","1","3",463,12.9140388768898,4.3682505399568,4.0060475161987,-0.154545454545454,0.032,0.122181818181818,0.195545454545455,0.479545454545455,0.203454545454545,"Round 1"
"Anfernee Simons",22,191.008,82.4630256,"None","USA","2018","1","24",273,12.6391941391941,2.26446886446886,2.48388278388278,-5.7,0.0144,0.0796,0.2182,0.558,0.151,"Round 1"
"Angel Delgado",24,208.28,111.13004,"None","Dominican Republic","Undrafted","Undrafted","Undrafted",2,1.5,2,0,7,0.083,0.143,0.15,0.255,0,"Undrafted"
"Ansu Sesay",26.5,205.74,102.0582,"Mississippi","USA","1998","2","30",127,3.15905511811024,1.74330708661417,0.476377952755905,-6.3,0.094,0.12225,0.178,0.48075,0.106,"Round 1"
"Antawn Jamison",30.5,205.74,104.4679075,"North Carolina","USA","1998","1","4",1083,18.4967682363804,7.52012927054478,1.63361034164358,-1.89375,0.0728125,0.1723125,0.2370625,0.5161875,0.0790625,"Round 1"
"Ante Zizic",22,209.973333333333,116.421946666667,"None","Croatia","2016","1","23",113,5.97699115044248,3.94159292035398,0.584955752212389,-3.9,0.0976666666666667,0.194333333333333,0.172333333333333,0.644333333333333,0.0506666666666667,"Round 1"
"Anthony Avent",29.5,205.74,107.7281,"Seton Hall","USA","1991","1","15",54,1.70925925925926,1.58333333333333,0.2,-3.25,0.12,0.1275,0.178,0.346,0.0445,"Round 1"
"Anthony Bennett",22.5,203.2,111.583632,"Nevada-Las Vegas","Canada","2013","1","1",151,4.35960264900662,3.1364238410596,0.481456953642384,-11.425,0.07675,0.22875,0.1865,0.4655,0.05125,"Round 1"
"Anthony Bowie",34,198.12,90.7184,"Oklahoma","USA","1986","3","66",27,2.8,1,0.4,-2.2,0.049,0.094,0.151,0.586,0.078,"Undrafted"
"Anthony Brown",24,200.66,97.52228,"Stanford","USA","2015","2","34",41,3.94878048780488,2.50243902439024,0.707317073170732,9,0.021,0.093,0.122666666666667,0.785666666666667,0.153666666666667,"Round 2"
